Monster	Type	AC	HD	Save	Campaign Setting	Source	Pg. #	Edition	Legal Status	OGL Source
Eyewing					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Eyewing					Generic	Monstrous Manual 	115	AD&D2		
Eyewing					Planescape	In the Cage: A Guide to Sigil	94	AD&D2		
Facet					Planescape	Planescape Monstrous Compendium Appendix III	40	AD&D2		
Fachan					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Fachan					Generic	Dragon #89 [Creature Catalog insert]	C-8	AD&D1		
Fachan					Historical	Celts Campaign Sourcebook (HR3)	50	AD&D2		
Fachan					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Fae					Birthright	Blood Enemies: Abominations of Cerilia 	117	AD&D2		
Fael					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	44	AD&D2		
Faerie					Generic	Imagine #17	32	AD&D1		
Faerie Dragon					Generic	Best of Dragon Magazine, Vol. III	42	AD&D1		
Faerie Dragon					Generic	Dragon #62	6	AD&D1		
Faerie Drake					Generic	Dragon #146	19	AD&D1		
Faerie Fiddler					Generic	Dragon #206	74	AD&D2		
Faerie Huldrefolk					Dragonlance	Tales of the Lance [World Book of Ansalon]	135	AD&D2		
Faerie Phiz					Generic	Dragon #191	95	AD&D2		
Faerie Queen					Birthright	Blood Spawn	25	AD&D2		
Faerie unicorn					Generic	Dragon #190	92	AD&D2		
Faerie, Faerie Fiddler					Generic	Monstrous Compendium Annual Volume Three	43	AD&D2		
Faerie, Petty, Bramble					Generic	Monstrous Compendium Annual Volume Three	44	AD&D2		
Faerie, Petty, Gorse					Generic	Monstrous Compendium Annual Volume Three	45	AD&D2		
Faerie, Petty, Squeaker					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Faerie, Petty, Stwinger					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Faerie, Seelie					Birthright	Blood Spawn	23	AD&D2		
Faerie, Unseelie, Living Evil Faerie					Birthright	Blood Spawn	29	AD&D2		
Faerie, Unseelie, Undead Faerie					Birthright	Blood Spawn	29	AD&D2		
Fainil (Night Flyers)					Generic	Dragon #244	26	AD&D2		
Fairies					Generic	Supplement IV: Gods, Demigods, Heroes	67	D&D1		
Faithful Phantom Guardian					Generic	Wizard's Spell Compendium, Volume Three	595	AD&D2		
Falcon (Hawk), Large					Generic	Monster Manual II	64	AD&D1		
Falcon (Hawk), Small					Generic	Monster Manual II	64	AD&D1		
Falcon, Fire					Generic	Monstrous Compendium Fiend Folio Appendix (MC14)		AD&D2		
Fallen					Forgotten Realms	Ruins of Undermountain [Undermountain Adventures]	24	AD&D2		
Fallen One					Diablo	Diablo II: The Awakening	56	AD&D2		
Fallen One Shamans, Carvers					Diablo	Diablo II Adventure Game		AD&D2		
Fallen One Shamans, DarkOnes					Diablo	Diablo II Adventure Game		AD&D2		
Fallen One Shamans, Devilkin					Diablo	Diablo II Adventure Game		AD&D2		
Fallen One Shamans, Fallen					Diablo	Diablo II Adventure Game		AD&D2		
Fallen One, Carver					Diablo	Diablo II: The Awakening	56	AD&D2		
Fallen One, Dark One					Diablo	Diablo II: The Awakening	56	AD&D2		
Fallen One, Devilkin					Diablo	Diablo II: The Awakening	56	AD&D2		
Fallen One, Warped One					Diablo	Diablo II: The Awakening	56	AD&D2		
Fallen Ones, Carvers					Diablo	Diablo II Adventure Game		AD&D2		
Fallen Ones, DarkOnes					Diablo	Diablo II Adventure Game		AD&D2		
Fallen Ones, Devilkin					Diablo	Diablo II Adventure Game		AD&D2		
Fallen Ones, Fallen					Diablo	Diablo II Adventure Game		AD&D2		
Fallen Solar					Ravenloft	Terrors from Above	52	AD&D2		
Falmadaraatha					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Familiar, Aryth					Mystara	Mystara Monstrous Compendium Appendix 	42	AD&D2		
Familiar, Bogan					Mystara	Mystara Monstrous Compendium Appendix 	42	AD&D2		
Familiar, Fylgar					Mystara	Mystara Monstrous Compendium Appendix 	42	AD&D2		
Familiar, Gretch					Mystara	Mystara Monstrous Compendium Appendix 	42	AD&D2		
Familiar, Pseudo-					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	34	AD&D2		
Familiar, Ulzaq					Mystara	Mystara Monstrous Compendium Appendix 	42	AD&D2		
Familiar, Undead					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	35	AD&D2		
Fang Dragon					Generic	Dragon #134	12	AD&D1		
Fang Dragon (Draco Dentus Terribilis)					Forgotten Realms	Ruins of Myth Drannor		AD&D2		
Far Darrig					Generic	Dragon #158	33	AD&D2		
Father Bernadette's Mummy					Generic	Cleric's Challenge II	31	AD&D2		
Faun					Birthright	Blood Enemies: Abominations of Cerilia 	117	AD&D2		
Faux Faerie					Generic	Monstrous Compendium Fiend Folio Appendix (MC14)		AD&D2		
Favonian					Generic	Dragon #243	29	AD&D2		
Feathered Serpent					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	36	AD&D2		
Feeblestar, Kuo-toan					Forgotten Realms	Wyrmskull Throne	48	AD&D2		
Feeblestar, Normal					Forgotten Realms	Wyrmskull Throne	48	AD&D2		
Feesu					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Feliquine					Red Steel	Red Steel Campaign Expansion [Campaign Book]	128	AD&D2		
Feliquine					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Female Fensir and Rakka					Planescape	Planes of Chaos [Monstrous Supplement]	12	AD&D2		
Female Fensir and Rakka					Planescape	Planes of Chaos [Monstrous Supplement]	12	AD&D2		
Female Sea Lion					Generic	Dungeon #79	68	AD&D2		
Fenette					Generic	Shaman 	84	AD&D2		
Feng Huang					Forgotten Realms (Oriental Adventures)	Test of the Samurai (OA7)	90	AD&D2		
Fenhound					Ravenloft	Dragon #174	18	AD&D2		
Fenhound					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	37	AD&D2		
Fenris Wolf					Generic	Deities and Demigods Cyclopedia	115	AD&D1		
Fenris Wolf					Generic	Legends & Lore	100	AD&D1		
Fenris Wolf					Generic	Legends & Lore	187	AD&D2		
Fenris Wolf					Generic	Supplement IV: Gods, Demigods, Heroes	31	D&D1		
Fensir					Planescape	Planes of Chaos [Monstrous Supplement]	12	AD&D2		
Fensir Young					Planescape	Planes of Chaos [Monstrous Supplement]	13	AD&D2		
Feral Slasher					Generic	Lost Island of Castanamir (C3)	30	AD&D1		
Fetch					Dragonlance	Dragonlance Adventures	76	AD&D1		
Fetch					Dragonlance	Dragons of Dreams (DL10)	30	AD&D1		
Fetch					Dragonlance	Dragons of Triumph (DL14)	18	AD&D1		
Fetch					Dragonlance	Dragons of War (DL8)	28	AD&D1		
Fetch					Dragonlance	Dragonlance Classics: Volume II (DLC2)	95	AD&D2		
Fetch					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Fetch					Dragonlance	Tales of the Lance [World Book of Ansalon]	141	AD&D2		
Fetch (Myth)					Myth	Dragon #261	76	AD&D2		
Fetish					Diablo	Diablo II: The Awakening	57	AD&D2		
Fetish Spirit					Generic	Wizard's Spell Compendium, Volume Four	894	AD&D2		
Fetish Spirits					Generic	Shaman 	85	AD&D2		
Fetish, Flayer					Diablo	Diablo II: The Awakening	57	AD&D2		
Fetish, Rat Man					Diablo	Diablo II: The Awakening	57	AD&D2		
Fetish, Soul Killer					Diablo	Diablo II: The Awakening	57	AD&D2		
Fetish, Stygian Doll					Diablo	Diablo II: The Awakening	57	AD&D2		
Feylaar					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	45	AD&D2		
Feyr					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Feyr					Generic	Monstrous Manual 	116	AD&D2		
Feyr, Great					Generic	Monstrous Manual 	116	AD&D2		
Feyr, Greater					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Feystag					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Feystag (Calygraunt)					Forgotten Realms	Ruins of Myth Drannor		AD&D2		
Fhorge					Planescape	Planescape Monstrous Compendium Appendix II 	38	AD&D2		
Fhour Sythe 					Ravenloft	Terrors from Above	53	AD&D2		
Fiend Knight					Greyhawk	Dragon #206	46	AD&D2		
Fiend of the Tarot					Generic	Encyclopedia Magica, Volume I	389	AD&D2		
Fiend, Narvaezan					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Fiend, Water Lord					Generic	Dragon Mountain 		AD&D2		
Fiend-Knight					Greyhawk	Ivid the Undying	36	AD&D2		
Fiery Face					Greyhawk	Crypt of Lyzandred the Mad	25	AD&D2		
Fighting Tigers of Tang					Melniboné	Supplement IV: Gods, Demigods, Heroes	57	D&D1		
Figment					Generic	Dungeon #81	52	AD&D2		
Figona, Agunua					Generic	Dragon #29	37	D&D?		
Figona, Hatuibwari					Generic	Dragon #29	37	D&D?		
Figona, Koevasi					Generic	Dragon #29	37	D&D?		
Figurine, Ceramic					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	39	AD&D2		
Figurine, Crystal					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	40	AD&D2		
Figurine, Diamond					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	40	AD&D2		
Figurine, Ivory					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	41	AD&D2		
Figurine, Obsidian					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	42	AD&D2		
Figurine, Porcelain					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	43	AD&D2		
Finagill's Statues					Generic	Dungeon #76	60	AD&D2		
Fire Bat					Planescape	Planescape Monstrous Compendium Appendix III	42	AD&D2		
Fire Beetle					Forgotten Realms	The Forbidden Sands of Anauroch #2		AD&D2		
Fire Dragons					Dragonlance	Chaos Spawn: A Chaos War Adventure	37	AD&D2		
Fire Eel					Dark Sun	Dark Sun: Shattered Lands [Rule Book]	40	AD&D2		
Fire Guardians					Hyborea	Conan: Against Darkness! (CB2)	28	AD&D1		
Fire Lizard					Blackmoor	Supplement II: Blackmoor	19	D&D1		
Fire Minion					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Fire Minion					Dragonlance	Tales of the Lance [World Book of Ansalon]	141	AD&D2		
Fire Minion					Dragonlance	Time of the Dragon [Rulebook of Taladas]	42	AD&D2		
Fire Phantom					Generic	Wizard's Spell Compendium, Volume Two	362	AD&D2		
Fire Snake					Generic	Fiend Folio	38	AD&D1		
Fire Snake					Generic	Supplement IV: Gods, Demigods, Heroes	6	D&D1		
Fire troll					Generic	Dragon #199	28	AD&D2		
Fire-Eye Lizard					Generic	Dragon #40	63	AD&D1		
Fireball Fly					Generic	Dragon #94	47	AD&D1		
Firebat					Greyhawk	Ghost Tower of Inverness (C2)	17	AD&D1		
Firebird					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Firebird (Lesser Phoenix)					Generic	Egg of the Phoenix (I12)	49	AD&D1		
Firebirds					Generic	Dungeon #80	34	AD&D2		
Firedogs					Generic	Dungeon #64	68	AD&D2		
Firedrake					Generic	Fiend Folio	36	AD&D1		
Firedrake					Generic	Monstrous Compendium Fiend Folio Appendix (MC14)		AD&D2		
Firefriend (Giant Firefly)					Generic	Monster Manual II	65	AD&D1		
Firegaunt					Generic	Dragon #254	94	AD&D2		
Firelich					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Firenewt					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Firenewt					Generic	Fiend Folio	36	AD&D1		
Firenewt					Generic	Monstrous Compendium Annual Volume Three	46	AD&D2		
Fireshadow					Dragonlance	Dragons of Desolation (DL4)	30	AD&D1		
Fireshadow					Dragonlance	Dragons of Triumph (DL14)	18	AD&D1		
Fireshadow					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Fireshadow					Dragonlance	Tales of the Lance [World Book of Ansalon]	141	AD&D2		
Firestar					Forgotten Realms	Monstrous Compendium Annual Volume Four	30	AD&D2		
Firestar					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Firestar					Forgotten Realms	Sword of the Dales	32	AD&D2		
Firestar					Generic	Dragon #94	48	AD&D1		
Firestorm (ultra-light tank)					Generic	Tale of the Comet [Book 1: The Cast and Props]	30	AD&D2		
Firetail					Generic	Dragon #61	48	AD&D1		
Firetail, Lesser					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Firetail, Lesser					Generic	Monstrous Compendium Annual Volume Three	47	AD&D2		
Firetail, Tshala					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Firetail, Tshala					Generic	Monstrous Compendium Annual Volume Three	47	AD&D2		
Firethorn (Sea Rose)					Al-Qadim	Corsairs of the Great Sea		AD&D2		
Firetoad					Generic	Fiend Folio	38	AD&D1		
Fireweed					Generic	Dragon #227	27	AD&D2		
Firkin					Ravenloft	Shadow Rift	152	AD&D2		
First-generation Megalomen					Generic	Dungeon #69	24	AD&D2		
Fish of the Great Glacier, Black Burner					Forgotten Realms	Great Glacier (FR14)	95	AD&D2		
Fish of the Great Glacier, Bloatfish					Forgotten Realms	Great Glacier (FR14)	95	AD&D2		
Fish of the Great Glacier, Crystal Nipper					Forgotten Realms	Great Glacier (FR14)	95	AD&D2		
Fish of the Great Glacier, Icetail					Forgotten Realms	Great Glacier (FR14)	95	AD&D2		
Fish of the Great Glacier, Spiny Sleeper					Forgotten Realms	Great Glacier (FR14)	95	AD&D2		
Fish, Ascallion, Adult Female					Forgotten Realms	Monstrous Compendium Annual Volume Four	31	AD&D2		
Fish, Ascallion, Adult Male (Shadow)					Forgotten Realms	Monstrous Compendium Annual Volume Four	31	AD&D2		
Fish, Ascallion, Young					Forgotten Realms	Monstrous Compendium Annual Volume Four	31	AD&D2		
Fish, Athasian, Kreel					Dark Sun	Monstrous Compendium Annual Volume Four	32	AD&D2		
Fish, Athasian, Puddingfish					Dark Sun	Monstrous Compendium Annual Volume Four	32	AD&D2		
Fish, Athasian, Shark, Athasian					Dark Sun	Monstrous Compendium Annual Volume Four	32	AD&D2		
Fish, Athasian, Skyfish					Dark Sun	Monstrous Compendium Annual Volume Four	32	AD&D2		
Fish, Chandos					Spelljammer	Realmspace (SJR2)	82	AD&D2		
Fish, Deep Ocean, Angler Fish					Generic	Monstrous Compendium Annual Volume Four	34	AD&D2		
Fish, Deep Ocean, Death Minnow					Generic	Monstrous Compendium Annual Volume Four	34	AD&D2		
Fish, Deep Ocean, Grouper, Giant					Generic	Monstrous Compendium Annual Volume Four	36	AD&D2		
Fish, Deep Ocean, Gulper					Generic	Monstrous Compendium Annual Volume Four	34	AD&D2		
Fish, Deep Ocean, Morena					Generic	Monstrous Compendium Annual Volume Four	36	AD&D2		
Fish, Deep Ocean, Porcupine Fish					Generic	Monstrous Compendium Annual Volume Four	36	AD&D2		
Fish, Deep Ocean, Ray, Electric					Generic	Monstrous Compendium Annual Volume Four	36	AD&D2		
Fish, Deep Ocean, Viperfish					Generic	Monstrous Compendium Annual Volume Four	34	AD&D2		
Fish, Eye, Floating					Greyhawk	Flames of the Falcon (WGA3)	61	AD&D2		
Fish, Floating Eye					Generic	Monstrous Compendium Annual Volume Two 	52	AD&D2		
Fish, Giant, Catfish, Giant					Generic	Monstrous Compendium Volume Two		AD&D2		
Fish, Giant, Gar, Giant					Generic	Monstrous Compendium Volume Two		AD&D2		
Fish, Giant, Pike, Giant					Generic	Monstrous Compendium Volume Two		AD&D2		
Fish, Hetfish					Generic	Monstrous Compendium Annual Volume Two 	52	AD&D2		
Fish, Hetfish					Greyhawk	Flames of the Falcon (WGA3)	61	AD&D2		
Fish, Masher					Generic	Monstrous Compendium Annual Volume Two 	52	AD&D2		
Fish, Masher, Coral					Greyhawk	Flames of the Falcon (WGA3)	61	AD&D2		
Fish, Subterranean, Iridescent Plecos					Forgotten Realms	Ruins of Undermountain II: The Deep Levels		AD&D2		
Fish, Subterranean, Irridescent Plecoe					Generic	Monstrous Compendium Annual Volume Two 	55	AD&D2		
Fish, Subterranean, Lemon					Forgotten Realms	Ruins of Undermountain II: The Deep Levels		AD&D2		
Fish, Subterranean, Lemon Fish					Generic	Monstrous Compendium Annual Volume Two 	55	AD&D2		
Fish, Subterranean, Wattley					Forgotten Realms	Ruins of Undermountain II: The Deep Levels		AD&D2		
Fish, Subterranean, Wattley					Generic	Monstrous Compendium Annual Volume Two 	55	AD&D2		
Fish, Verme					Greyhawk	Flames of the Falcon (WGA3)	61	AD&D2		
Fish, Vurgens (Giant Gulper Eel)					Forgotten Realms	Monstrous Compendium Annual Volume Four	37	AD&D2		
Flail Snail					Generic	Fiend Folio	38	AD&D1		
Flailer					Dark Sun	Monstrous Compendium Dark Sun Appendix: Terrors of the Desert		AD&D2		
Flailtail					Generic	Dragon #89 [Creature Catalog insert]	C-9	AD&D1		
Flame Roper					Generic	Tales of the Outer Planes (OP1)	32	AD&D1		
Flame Snake					Generic	Deities and Demigods Cyclopedia	51	AD&D1		
Flame Snake					Generic	Legends & Lore	46	AD&D1		
Flame Spirit, Greater					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Flame Spirit, Least					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Flame Spirit, Lesser					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Flame swallow					Spelljammer	Practical Planetology (SJR4)	54	AD&D2		
Flameskull					Forgotten Realms	Dragon #197	36	AD&D2		
Flameskull					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Flamewing					Generic	Dragon #94	48	AD&D1		
Flard					Generic	Dragon #47	16	AD&D1		
Flareater					Forgotten Realms	Ruins of Undermountain II: The Deep Levels		AD&D2		
Flareater					Generic	Monstrous Compendium Annual Volume Two 	57	AD&D2		
Flawder					Generic	Monstrous Compendium Fiend Folio Appendix (MC14)		AD&D2		
Fleas of Madness					Ravenloft	Adam's Wrath 	62	AD&D2		
Fleas of Madness					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	44	AD&D2		
Flesh Golem (Incomplete)					Mystara	Glantri: Kingdom of Magic [The Test of Darkness]	22	AD&D2		
Flesh Golem, Ravenloft					Ravenloft	Adam's Wrath 	63	AD&D2		
Flightless Bird					Generic	Monster Manual	41	AD&D1		
Flightless Bird, Giant					Generic	Dragon #137	45	AD&D1		
Flind					Generic	Fiend Folio	39	AD&D1		
Flitte					Generic	Dragon #40	64	AD&D1		
Floater					Dark Sun	Monstrous Compendium Dark Sun Appendix: Terrors of the Desert		AD&D2		
Floaters					Greyhawk	Dungeon #70	63	AD&D2		
Floating Eyes					Blackmoor	Supplement II: Blackmoor	23	D&D1		
Flolite					Generic	Dragon #38	58	AD&D1		
Flour Sandling					Forgotten Realms	Dungeon #70	43	AD&D2		
Flow Barnacle					Spelljammer	Lost Ships (SJR1)	86	AD&D2		
Flowfiend					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Flumph					Generic	Fiend Folio	39	AD&D1		
Flumph, Common					Generic	Monstrous Compendium Annual Volume Two 	58	AD&D2		
Flumph, Monastic					Generic	Monstrous Compendium Annual Volume Two 	58	AD&D2		
Fly, Giant, Bluebottle					Generic	Monster Manual II	65	AD&D1		
Fly, Giant, Horsefly					Generic	Monster Manual II	65	AD&D1		
Flying Dagger					Forgotten Realms	Dungeon #18	7	AD&D1		
Flying Dagger					Forgotten Realms	Volo's Guide to Waterdeep	118	AD&D2		
Flying Dagger					Generic	Encyclopedia Magica, Volume I	363	AD&D2		
Flying Fingers					Forgotten Realms	Dungeon #73	42	AD&D2		
Flying Snake					Generic	Dragon #115	44	AD&D1		
Flying Two-Handed Swords					Generic	Dungeon #76	56	AD&D2		
Focalor (Duke of Hell)					Generic	Dragon #75	25	AD&D1		
Focoid					Spelljammer	Monstrous Compendium Spelljammer Appendix		AD&D2		
Fogwarden					Generic	Dungeon #54	74	AD&D2		
Fogwarden					Generic	Monstrous Compendium Annual Volume Four	38	AD&D2		
Fogwarden, Giant					Generic	Monstrous Compendium Annual Volume Four	38	AD&D2		
Foo Creature, Dog					Generic	Monster Manual II	65	AD&D1		
Foo Creature, Foo Dog					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Foo Creature, Foo Dog					Planescape	Guide to the Ethereal Plane	64	AD&D2		
Foo Creature, Foo Dog					Planescape	Planescape Monstrous Compendium Appendix 	40	AD&D2		
Foo Creature, Foo Lion					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Foo Creature, Foo Lion					Planescape	Guide to the Ethereal Plane	64	AD&D2		
Foo Creature, Foo Lion					Planescape	Planescape Monstrous Compendium Appendix 	40	AD&D2		
Foo Creature, Lion					Generic	Monster Manual II	65	AD&D1		
Forchoreai					Generic	Dragon #101	45	AD&D1		
Fordorran					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	46	AD&D2		
Forester's Bane (Snapper-saw)					Generic	Monster Manual II	66	AD&D1		
Forlarren					Generic	Fiend Folio	39	AD&D1		
Formian (Centaur-ant), Myrmarch					Generic	Monster Manual II	66	AD&D1		
Formian (Centaur-ant), Warrior					Generic	Monster Manual II	66	AD&D1		
Formian (Centaur-ant), Worker					Generic	Monster Manual II	66	AD&D1		
Formian, Myrmarch					Generic	Monstrous Compendium Annual Volume Three	48	AD&D2		
